favourites_count,followers_count,statuses_count,friends_count,default_profile,default_profile_image,profile_use_background_image,utc_offset,listed_count,geo_enabled,lang,isFake
637,320,2680,257,,,1.0,,2,1.0,en,0.0
0,7,24,214,1.0,,1.0,,0,,en,1.0
7828,112,2340,136,,,,-18000.0,0,,en,0.0
1285,100,692,100,,,1.0,,0,1.0,en,0.0
0,22,37,363,1.0,,1.0,,0,,en,1.0
5788,510,20368,655,,,1.0,28800.0,2,,en,0.0
5,3,41,36,,,1.0,28800.0,0,1.0,en,0.0
3877,582,10706,447,1.0,,1.0,-14400.0,1,1.0,en,0.0
0,8,14,200,1.0,,1.0,,0,,en,1.0
170,22,741,197,1.0,,1.0,,0,,en,0.0
0,8,13,193,1.0,,1.0,,0,,en,1.0
0,11,84,481,,,1.0,-18000.0,0,1.0,en,1.0
1,13,28,488,,,1.0,,1,,es,1.0
8579,1199,16527,795,1.0,,1.0,,1,,en,0.0
384,295,20897,270,,,1.0,-25200.0,1,,en,0.0
0,9,18,187,1.0,,1.0,,0,,en,1.0
0,27,56,511,1.0,,1.0,,0,,en,1.0
0,15,12,234,1.0,,1.0,,0,,en,1.0
364,32,541,164,1.0,,1.0,-25200.0,1,,en,0.0
0,18,60,625,1.0,,1.0,,0,,en,1.0
0,8,2,412,1.0,,1.0,,0,,es,1.0
632,76,2630,158,,,1.0,3600.0,1,1.0,en,0.0
0,23,60,738,1.0,,1.0,,0,,en,1.0
0,16,37,345,1.0,,1.0,,0,,en,1.0
973,397,4783,428,,,1.0,-7200.0,1,1.0,en,0.0
0,6,19,201,1.0,,1.0,,0,,en,1.0
0,7,0,613,1.0,,1.0,,0,,en,1.0
0,17,23,287,1.0,,1.0,,0,,en,1.0
0,38,32,268,1.0,,1.0,,0,,pt,1.0
19312,5051,44627,454,,,1.0,19800.0,99,1.0,en,0.0
524,354,2259,893,,,1.0,3600.0,2,,en,0.0
0,24,67,736,1.0,,1.0,,0,,en,1.0
0,17,21,303,1.0,,1.0,,0,,en,1.0
0,9,18,195,1.0,,1.0,,0,,en,1.0
0,9,15,205,1.0,,1.0,,0,,en,1.0
10192,539,763,420,1.0,,1.0,,0,1.0,en,0.0
30086,7689,82094,207,,,1.0,46800.0,229,,en,0.0
0,22,33,432,1.0,,1.0,,0,,en,1.0
6970,701,13572,708,,,1.0,-18000.0,0,1.0,en,0.0
3110,6737,66011,1681,,,1.0,19800.0,205,1.0,en,0.0
12761,363,21241,342,,,,-25200.0,9,,en,0.0
0,8,18,200,1.0,,1.0,,0,,en,1.0
26235,840,34060,1242,,,1.0,36000.0,19,1.0,en,0.0
0,24,37,373,1.0,,1.0,,0,,en,1.0
0,8,17,218,1.0,,1.0,,0,,en,1.0
5631,491,32443,208,1.0,,1.0,-14400.0,1,1.0,en,0.0
0,43,149,936,1.0,,1.0,,0,,en,1.0
0,14,28,206,1.0,,1.0,,0,,en,1.0
273,75,595,63,,,1.0,28800.0,0,,en,0.0
11141,435,2785,684,,,1.0,-25200.0,0,1.0,en,0.0
22887,210,2559,416,,,1.0,-14400.0,2,,en,0.0
0,1,3,22,1.0,,1.0,,0,,en,1.0
3489,615,17619,580,,,1.0,7200.0,1,1.0,en,0.0
0,4,8,415,1.0,,1.0,,0,,en,1.0
7159,930,18492,282,,,1.0,7200.0,7,1.0,en,0.0
1496,1023,24315,321,,,1.0,-18000.0,6,,en,0.0
0,25,60,652,1.0,,1.0,,0,,en,1.0
0,24,31,379,1.0,,1.0,,0,,en,1.0
0,11,19,245,1.0,,1.0,,0,,en,1.0
0,11,7998,1,1.0,1.0,1.0,,3,,en,0.0
0,15,47,520,1.0,,1.0,,0,,en,1.0
1937,986837,333504,1111,,,1.0,28800.0,4840,1.0,en,0.0
0,0,1,537,1.0,,1.0,,0,,es,1.0
0,12,19,239,1.0,,1.0,,0,,en,1.0
66,564,17862,1085,,,,-18000.0,21,1.0,en,0.0
935,326,2508,177,1.0,,1.0,,1,1.0,en,0.0
0,7,20,271,1.0,,1.0,,0,,en,1.0
56,148,1373,318,,,1.0,-18000.0,4,,en,0.0
0,25,66,731,1.0,,1.0,,0,,en,1.0
0,4,0,601,1.0,,1.0,,0,,en,1.0
334,563,1654,1120,,,,7200.0,17,1.0,en,0.0
156,355,11189,263,,,1.0,-7200.0,1,1.0,en,0.0
7502,92,537,19,,,1.0,-14400.0,1,1.0,en,0.0
4093,453,21805,302,,,1.0,28800.0,3,,en,0.0
0,3,19,216,1.0,,1.0,,0,,en,1.0
0,19,48,427,1.0,,1.0,,0,,en,1.0
0,25,41,349,1.0,,1.0,,0,,en,1.0
12,3,240,577,1.0,,1.0,,0,,en,1.0
1363,138,1901,424,,,,,5,1.0,en-gb,0.0
1914,151,3753,137,1.0,,1.0,-25200.0,0,1.0,en,0.0
0,26,63,593,1.0,,1.0,,0,,en,1.0
11185,859,3435,1588,,,1.0,-10800.0,1,1.0,es,0.0
1987,2293,38420,2198,,,1.0,-14400.0,2,,en,0.0
0,6,61,671,1.0,,1.0,,0,,en,1.0
107,88,1804,956,,,1.0,18000.0,3,1.0,en,0.0
11581,414,32797,173,,,1.0,-10800.0,2,1.0,en,0.0
0,12,32,286,1.0,,1.0,,0,,en,1.0
2523,3943,77978,451,,,1.0,-14400.0,151,,en,0.0
0,7,19,192,1.0,,1.0,,0,,en,1.0
1729,133,8172,109,1.0,,1.0,,16,,en,0.0
0,16,34,275,1.0,,1.0,,0,,en,1.0
12,68,65,832,,,1.0,0.0,0,1.0,en,1.0
35952,1645,57210,2001,,,1.0,-28800.0,5,1.0,en,0.0
241,37,2656,68,,,1.0,28800.0,1,1.0,zh-tw,0.0
525,42,1523,203,,,,32400.0,0,,en,0.0
7872,327,9878,303,,,1.0,,1,,en,0.0
19,228,7226,113,,,,36000.0,19,,en,0.0
25,28,383,374,,,1.0,-25200.0,2,1.0,en,0.0
0,10,42,388,1.0,,1.0,,0,,en,1.0
0,13,22,242,1.0,,1.0,,0,,en,1.0
0,6,0,540,1.0,,1.0,,0,,en,1.0
1,14,156,194,1.0,,1.0,-25200.0,0,1.0,en,1.0
15923,195,12518,155,,,,-25200.0,0,1.0,en,0.0
7362,223,5587,217,,,1.0,,0,1.0,en,0.0
2600,416,11187,292,1.0,,1.0,,0,,en,0.0
104,20,159,267,1.0,1.0,1.0,,0,,en,0.0
0,25,50,443,1.0,,1.0,,0,,en,1.0
0,3,0,567,1.0,,1.0,,0,,es,1.0
809,399,713,318,,,1.0,-18000.0,0,1.0,en,0.0
0,26,41,588,1.0,,1.0,,0,,en,1.0
3966,931,21075,668,,,1.0,-18000.0,0,1.0,en,0.0
0,22,53,622,1.0,,1.0,,0,,en,1.0
0,3,0,415,1.0,,1.0,,0,,es,1.0
2085,123,4403,113,1.0,,1.0,,1,1.0,en,0.0
0,8,15,187,1.0,,1.0,,0,,en,1.0
0,28,63,535,1.0,,1.0,,0,,en,1.0
7999,1309,40986,230,,,1.0,14400.0,2,,en,0.0
0,19,41,665,1.0,,1.0,,0,,en,1.0
0,17,65,607,1.0,,1.0,,0,,en,1.0
0,8,19,172,1.0,,1.0,,0,,en,1.0
0,3,14,188,1.0,,1.0,,0,,en,1.0
13889,4073,60078,142,,,1.0,-14400.0,78,1.0,es,0.0
32,100,803,680,,,,,3,,en,0.0
12660,1263,34050,774,1.0,,1.0,-25200.0,4,1.0,en,0.0
0,11,56,554,1.0,,1.0,,0,,en,1.0
0,15,36,320,1.0,,1.0,,0,,en,1.0
100,20,348,67,1.0,,1.0,,0,1.0,en,0.0
0,10,26,194,1.0,,1.0,,0,,en,1.0
2,9,19,191,1.0,,1.0,,0,,en,1.0
0,22,49,478,1.0,,1.0,,0,,en,1.0
0,8,12,171,1.0,,1.0,,0,,en,1.0
7709,431,3643,565,1.0,,1.0,,0,1.0,en,0.0
584,1457,100611,282,,,1.0,19800.0,61,1.0,en,0.0
0,5,1,485,1.0,,1.0,-25200.0,0,,es,1.0
360,68,982,265,,,,21600.0,0,,en,0.0
2597,259,9483,619,1.0,,1.0,,3,1.0,en,0.0
0,3,1,448,1.0,,1.0,,0,,es,1.0
1003,852,12833,216,1.0,,1.0,28800.0,1,1.0,en,0.0
0,24,27,294,1.0,,1.0,,0,,en,1.0
17380,520,50703,473,1.0,,1.0,,17,1.0,en,0.0
510,229,2127,262,1.0,,1.0,-28800.0,0,1.0,en,0.0
32,259,3978,530,,,1.0,25200.0,0,1.0,id,0.0
3103,1641,18523,153,,,1.0,-28800.0,1,1.0,en,0.0
9197,470,8396,480,,,,-25200.0,0,1.0,en,0.0
0,18,50,685,1.0,,1.0,,0,,en,1.0
323,371,5290,539,,,1.0,18000.0,14,1.0,en,0.0
90,541,20853,477,,,1.0,7200.0,6,1.0,en,0.0
0,1,2,38,1.0,,1.0,,0,,en,1.0
1944,424,4146,273,,,1.0,-14400.0,2,1.0,es,0.0
0,11,20,236,1.0,,1.0,,0,,en,1.0
761,317,28772,281,,,1.0,28800.0,2,1.0,en,0.0
34,834,1677,264,,,1.0,19800.0,28,,en,0.0
0,19,8,228,,,1.0,,0,,pt,1.0
7,271,221,1199,,,1.0,-18000.0,5,1.0,en,1.0
0,20,22,262,1.0,,1.0,,0,,en,1.0
563,27,1054,71,,,1.0,46800.0,0,1.0,en,0.0
0,23,34,342,1.0,,1.0,,0,,en,1.0
0,12,44,298,1.0,,1.0,,0,,en,1.0
0,8,22,207,1.0,,1.0,,0,,en,1.0
0,12,48,453,,,1.0,-21600.0,0,,en,1.0
0,7,44,442,1.0,,1.0,,0,,en,1.0
0,18,26,266,1.0,,1.0,,0,,en,1.0
0,77,2135,109,1.0,,1.0,-18000.0,4,,en,0.0
571,257,376,276,1.0,,1.0,43200.0,0,,en,0.0
0,22,61,609,1.0,,1.0,,0,,en,1.0
578,783,7512,1993,,,1.0,28800.0,0,1.0,en,0.0
119160,10588,38224,6651,,,1.0,-25200.0,538,,en,0.0
4466,321,31897,547,,,1.0,-14400.0,7,1.0,en,0.0
0,9,21,208,1.0,,1.0,,0,,en,1.0
2227,421,2408,338,1.0,,1.0,28800.0,5,1.0,en,0.0
139,26,406,44,1.0,,1.0,,1,1.0,en,0.0
0,4,2,624,,,1.0,,0,,es,1.0
0,19,74,736,1.0,,1.0,,0,,en,1.0
0,10,21,217,1.0,,1.0,,0,,en,1.0
23,8,79,24,1.0,,1.0,,0,,en,0.0
0,17,7,459,1.0,,1.0,,0,,en,1.0
4215,93,282,103,1.0,,1.0,,1,,en,0.0
0,12,24,327,1.0,,1.0,,0,,en,1.0
0,6,20,203,1.0,,1.0,,0,,en,1.0
1782,93,786,371,1.0,,1.0,,3,1.0,en,0.0
0,9,20,205,1.0,,1.0,,0,,en,1.0
0,7,5,221,,,1.0,,1,,es,1.0
0,9,18,190,1.0,,1.0,,0,,en,1.0
11161,15305,108575,1543,,,1.0,19800.0,132,,en,0.0
0,1,3,22,1.0,,1.0,,0,,en,1.0
0,10,21,203,1.0,,1.0,,0,,en,1.0
629,1209,14159,378,,,1.0,-25200.0,80,1.0,en,0.0
156,261,2494,253,,,1.0,,0,1.0,en,0.0
2951,496,2380,989,,,1.0,7200.0,5,1.0,es,0.0
1110,286,6629,127,,,1.0,10800.0,2,1.0,en,0.0
1009,69,2866,72,1.0,,1.0,,0,,en,0.0
4491,429,10957,394,,,1.0,-36000.0,0,,en,0.0
11606,1287,42462,1167,,,1.0,-14400.0,4,,en-gb,0.0
0,16,28,325,1.0,,1.0,,0,,en,1.0
0,15,16,268,1.0,,1.0,,0,,en,1.0
1924,524,8494,948,1.0,,1.0,,3,,en,0.0
439,18,476,235,,,1.0,7200.0,0,,de,0.0
0,8,24,210,1.0,,1.0,,0,,en,1.0
10396,333,32374,192,,,1.0,-25200.0,0,1.0,en,0.0
0,9,0,586,1.0,,1.0,,0,,es,1.0
2404,1201,27942,897,,,1.0,3600.0,33,1.0,en,0.0
0,14,22,260,1.0,,1.0,,0,,en,1.0
6312,253,18166,75,,,,-28800.0,1,1.0,en,0.0
0,10,28,51,1.0,,1.0,,0,1.0,zh-TW,0.0
0,11,20,354,1.0,,1.0,,0,,en,1.0
0,12,25,198,1.0,,1.0,,0,,en,1.0
0,1,0,513,1.0,,1.0,,0,,ru,1.0
9429,1166,52158,893,,,1.0,-14400.0,1,1.0,en,0.0
2291,186,4715,359,,,1.0,-18000.0,1,,en,0.0
0,7,21,227,1.0,,1.0,,0,,en,1.0
0,18,24,271,1.0,,1.0,,0,,en,1.0
1395,209,2859,296,1.0,,1.0,,1,,en,0.0
2607,257,9564,274,1.0,,1.0,,1,,en,0.0
0,8,16,196,1.0,,1.0,,0,,en,1.0
1446,308,40408,149,,,1.0,-25200.0,0,1.0,en,0.0
0,15,39,332,1.0,,1.0,,0,,en,1.0
1365,96,4503,119,1.0,,1.0,,1,,en,0.0
0,12,20,272,1.0,,1.0,,0,,en,1.0
9175,500,9550,416,,,1.0,28800.0,4,1.0,en,0.0
336,29,543,46,1.0,,1.0,-18000.0,0,,en,0.0
4728,287,30611,904,,,1.0,,7,1.0,en,0.0
0,7,3,532,1.0,,1.0,,0,,es,1.0
17,27,21,70,1.0,,1.0,,0,,en,0.0
4913,227,1826,123,1.0,,1.0,-25200.0,0,,en,0.0
10545,3218,26443,1943,,,1.0,10800.0,10,1.0,en,0.0
0,23,54,459,1.0,,1.0,,0,,en,1.0
0,23,32,344,1.0,,1.0,,0,,en,1.0
0,12,9,612,,,1.0,-25200.0,0,,es,1.0
14,3,202,550,1.0,,1.0,,0,,en,1.0
0,5,26,213,1.0,,1.0,,0,,en,1.0
1759,759,8119,346,,,1.0,-25200.0,0,1.0,en-gb,0.0
3,6,10,335,,,1.0,3600.0,0,,fr,1.0
0,53,95,733,,,1.0,,0,,pt,1.0
1497,1327,25130,739,,,1.0,-18000.0,5,1.0,en,0.0
0,13,20,238,1.0,,1.0,,0,,en,1.0
180,118,718,224,,,1.0,28800.0,2,,en,0.0
0,4,2,536,,,,,0,,es,1.0
4718,771,35914,392,,,1.0,28800.0,9,1.0,en,0.0
1,15,21,249,1.0,,1.0,,0,,en,1.0
0,12,20,245,1.0,,1.0,,0,,en,1.0
875,187,46294,366,,,1.0,-25200.0,6,1.0,en,0.0
0,1,3,22,1.0,,1.0,,0,,en,1.0
1151,269,1091,328,1.0,,1.0,,0,,en,0.0
2796,409,2796,317,1.0,,1.0,,1,,en,0.0
1169,345,3101,219,,,,-25200.0,4,1.0,en,0.0
0,9,20,172,1.0,,1.0,,0,,en,1.0
2120,421,2212,488,1.0,,1.0,,0,1.0,en,0.0
3851,663,35142,500,,,1.0,-21600.0,5,1.0,en,0.0
0,7,57,211,,,1.0,3600.0,0,,fr,1.0
211,122,109,229,1.0,,1.0,,0,1.0,en-GB,0.0
11,10,48,547,1.0,,1.0,,0,,en,1.0
0,12,19,225,1.0,,1.0,,0,,en,1.0
14,7,52,583,1.0,,1.0,,0,1.0,en,1.0
2724,14844,54857,139,,,1.0,28800.0,145,1.0,zh-tw,0.0
896,267,4120,241,,,1.0,,2,1.0,en,0.0
0,4,0,541,1.0,,1.0,,0,,es,1.0
9,38,244,518,1.0,,1.0,,0,1.0,en,1.0
2,12,21,192,1.0,,1.0,,0,,en,1.0
237,189,7849,231,,,1.0,-18000.0,3,1.0,en,0.0
13,63,215,901,1.0,,1.0,,0,,en,1.0
0,9,16,168,1.0,,1.0,,0,,en,1.0
0,25,61,619,1.0,,1.0,,0,,en,1.0
0,14,3,413,,,1.0,3600.0,0,1.0,es,1.0
669,443,753,308,1.0,,1.0,,0,1.0,en,0.0
0,13,59,542,1.0,,1.0,,0,,en,1.0
0,8,28,240,1.0,,1.0,,0,,en,1.0
1949,1957,40968,1286,,,1.0,-21600.0,1,1.0,en,0.0
1910,447,8902,197,1.0,,1.0,-14400.0,0,1.0,en,0.0
0,8,25,224,1.0,,1.0,,0,,en,1.0
10150,1574,77001,1427,,,,-14400.0,13,1.0,en,0.0
0,12,20,265,1.0,,1.0,,0,,en,1.0
53,56,78,216,1.0,,1.0,,1,,en,0.0
0,4,28,225,1.0,,1.0,,0,,en,1.0
2,9,29,219,1.0,,1.0,,0,,en,1.0
0,17,50,587,1.0,,1.0,,0,,en,1.0
24,2049,24676,379,,,1.0,-18000.0,23,,en,0.0
0,18,32,302,1.0,,1.0,,0,,en,1.0
0,13,21,187,1.0,,1.0,,0,,en,1.0
444,39,166,90,1.0,,1.0,,0,,en,0.0
3880,254,12521,230,,,1.0,28800.0,1,1.0,en,0.0
5,48,371,440,1.0,,1.0,,0,1.0,en,1.0
0,8,8,604,1.0,,1.0,,0,,en,1.0
1,15,29,208,1.0,,1.0,,0,,en,1.0
1278,295,13352,1216,,,1.0,-25200.0,4,,en,0.0
332,1053,12528,880,,,1.0,-25200.0,2,1.0,en,0.0
4326,371,3138,314,1.0,,1.0,,0,1.0,en,0.0
0,18,37,549,1.0,,1.0,,0,,en,1.0
0,8,18,189,1.0,,1.0,,0,,en,1.0
1645,70,2507,105,,,1.0,28800.0,0,1.0,en,0.0
0,48,7,599,,,1.0,3600.0,2,1.0,es,1.0
0,22,1,948,,,1.0,,0,,en,1.0
4838,289,7236,515,1.0,,1.0,-14400.0,2,1.0,en,0.0
7600,292,9770,232,,,1.0,-10800.0,4,,en,0.0
1,58,30,529,,,1.0,28800.0,0,,en,1.0
16,12,491,549,1.0,,1.0,,0,,en,1.0
1197,226,3839,419,,,,,3,1.0,en,0.0
0,30,68,560,1.0,,1.0,,0,,en,1.0
31,399,3141,99,,,1.0,18000.0,3,1.0,en,0.0
0,4,2,471,,,1.0,-32400.0,0,1.0,en,1.0
0,17,65,650,1.0,,1.0,,0,,en,1.0
0,4,0,617,1.0,,1.0,,0,,en,1.0
0,21,55,614,1.0,,1.0,,0,,en,1.0
50,193,328,378,,,,-10800.0,4,,en,0.0
0,10,26,267,1.0,,1.0,,0,,en,1.0
0,8,17,217,1.0,,1.0,,0,,en,1.0
180,29,364,88,1.0,,1.0,,0,1.0,en,0.0
0,9,20,334,1.0,,1.0,,0,,en,1.0
0,17,29,281,1.0,,1.0,,0,,en,1.0
12,5,1676,711,1.0,,1.0,,0,,ru,1.0
130,22,73,210,1.0,,1.0,,0,,en,0.0
934,144,420,94,,,1.0,,1,1.0,en,0.0
1006,406,8901,744,1.0,,1.0,-36000.0,13,1.0,en,0.0
1045,305,1529,764,,,1.0,,1,1.0,en,0.0
0,13,25,263,1.0,,1.0,,0,,en,1.0
221,393,12688,202,,,1.0,28800.0,1,1.0,en,0.0
3,37,446,479,,,1.0,,0,,fr,1.0
628,154,15289,152,,,1.0,28800.0,3,1.0,en,0.0
0,26,42,532,1.0,,1.0,,0,,en,1.0
9,297,8952,192,1.0,,1.0,,0,1.0,en,0.0
2292,170,3258,174,,,1.0,-18000.0,0,1.0,en,0.0
1363,81,2298,211,,,,-18000.0,3,1.0,en,0.0
0,10,23,233,1.0,,1.0,,0,,en,1.0
0,5,3,320,1.0,,1.0,,0,,fr,1.0
8992,742,1662,497,,,1.0,7200.0,2,,en,0.0
0,24,62,598,1.0,,1.0,,0,,en,1.0
237,27,258,114,1.0,,1.0,,0,1.0,zh-tw,0.0
3677,531,7924,263,,,1.0,,1,1.0,en,0.0
558,235,9213,309,,,1.0,-25200.0,2,1.0,en,0.0
1,20,63,715,1.0,,1.0,,0,,en,1.0
0,10,38,405,1.0,,1.0,,0,,en,1.0
5881,357,6433,341,,,1.0,-21600.0,1,1.0,en,0.0
0,11,20,208,1.0,,1.0,,0,,en,1.0
10163,3949,39599,166,,,1.0,28800.0,6,1.0,en,0.0
0,15,22,239,1.0,,1.0,,0,,en,1.0
5,26,531,24,1.0,,1.0,-25200.0,0,,en,0.0
259,773,706,1996,1.0,,1.0,,0,1.0,en,0.0
2133,205,1076,276,1.0,,1.0,,2,,en,0.0
195,22452,26783,24691,,,1.0,-25200.0,492,,en,0.0
2506,376,1708,155,,,1.0,,0,,en,0.0
3,34,10,166,1.0,,1.0,-25200.0,2,,en,0.0
0,11,23,205,1.0,,1.0,,0,,en,1.0
0,10,16,199,1.0,,1.0,,0,,en,1.0
0,10,24,201,1.0,,1.0,,0,,en,1.0
101,232,2132,225,,,1.0,-18000.0,56,,en,0.0
0,10,14,211,1.0,,1.0,,0,,en,1.0
0,13,36,290,1.0,,1.0,,0,,en,1.0
1229,269,3629,187,,,1.0,-18000.0,0,1.0,en,0.0
0,2,2,24,1.0,,1.0,,0,,en,1.0
0,12,21,249,1.0,,1.0,,0,,en,1.0
0,26,81,703,1.0,,1.0,,0,,en,1.0
0,25,71,503,1.0,,1.0,,0,,en,1.0
0,20,57,621,1.0,,1.0,,0,,en,1.0
543,27,778,63,,,1.0,,0,1.0,en,0.0
139,211,6752,959,,,1.0,-21600.0,12,1.0,en,0.0
22,1154,41468,232,,,1.0,-25200.0,3,1.0,en,0.0
710,179,1090,271,,,1.0,-14400.0,0,,en,0.0
117,243,1313,832,,,,,10,1.0,en,0.0
652,2351,10380,1708,,,1.0,-39600.0,4,1.0,nl,0.0
2532,481,61237,504,,,1.0,-18000.0,8,1.0,en,0.0
2672,226,437,187,1.0,,1.0,,0,1.0,en,0.0
2324,281,4483,651,,,,-18000.0,3,1.0,en,0.0
1129,223,8117,177,,,,-14400.0,0,1.0,en,0.0
12480,1051,10601,1056,,,1.0,-14400.0,23,1.0,en,0.0
1875,451,346,403,1.0,,1.0,,0,,en,0.0
0,13,20,239,1.0,,1.0,,0,,en,1.0
142,260,1284,100,1.0,,1.0,,1,,en,0.0
0,5,3,416,,,1.0,,0,,en,1.0
5707,168,4416,212,1.0,,1.0,,0,,en,0.0
0,9,17,193,1.0,,1.0,,0,,en,1.0
11518,226,4448,296,,,1.0,-25200.0,1,1.0,en,0.0
0,5,15,194,1.0,,1.0,,0,,en,1.0
22077,628,24805,391,,,,-25200.0,5,1.0,en,0.0
1358,211,24572,327,,,1.0,-28800.0,4,1.0,en,0.0
0,17,32,308,1.0,,1.0,,0,,en,1.0
82,777,1116,296,,,1.0,-10800.0,4,1.0,es,0.0
0,6,11,449,1.0,,1.0,-21600.0,0,1.0,en,1.0
0,9,15,187,1.0,,1.0,,0,,en,1.0
3363,9527,10854,887,,,,-28800.0,15,,en,0.0
0,1,2,36,1.0,,1.0,,0,,en,1.0
9,58,7783,97,,,1.0,28800.0,2,,en,0.0
0,15,24,244,1.0,,1.0,,0,,en,1.0
0,3,21,162,1.0,,1.0,,0,,en,1.0
629,52,92,266,1.0,,1.0,,0,1.0,en,0.0
489,254,4240,236,,,1.0,0.0,0,,en,0.0
0,16,23,198,1.0,,1.0,,0,,en,1.0
11,6,29,545,1.0,,1.0,,0,,en,1.0
0,2,10,620,1.0,,1.0,,0,,en,1.0
1310,1645,187388,1911,,,1.0,-18000.0,17,1.0,en,0.0
35,205,7580,221,,,1.0,28800.0,0,,en,0.0
0,6,1,585,1.0,,1.0,,0,,en,1.0
1188,769,7406,469,1.0,,1.0,,1,,en,0.0
88,1227,52525,413,,,1.0,-25200.0,55,,en,0.0
0,7,20,250,1.0,,1.0,,0,,en,1.0
9676,1169,34997,546,,,1.0,-25200.0,13,1.0,en,0.0
10626,423,19678,261,,,1.0,-14400.0,4,,en,0.0
0,5,5,515,1.0,,1.0,,0,,es,1.0
0,3,24,214,1.0,,1.0,,0,,en,1.0
0,9,30,217,1.0,,1.0,,0,,en,1.0
6516,413,29203,359,1.0,,1.0,-25200.0,2,1.0,en,0.0
25614,1519,30833,1993,,,,,42,,fr,0.0
0,6,6,403,,,1.0,-14400.0,0,1.0,es,1.0
941,651,2310,744,,,1.0,-25200.0,4,1.0,en,0.0
0,8,12,212,1.0,,1.0,,0,,en,1.0
0,10,19,201,1.0,,1.0,,0,,en,1.0
24446,6375,53591,6995,1.0,,1.0,,153,1.0,en,0.0
262,117,715,214,1.0,,1.0,,0,,en,0.0
0,14,24,235,1.0,,1.0,,0,,en,1.0
603,3062,192832,381,,,1.0,-25200.0,63,,en,0.0
3376,924,4860,1130,1.0,,1.0,,1,1.0,en,0.0
1606,57,2467,55,,,1.0,-14400.0,2,,en,0.0
0,16,24,275,1.0,,1.0,,0,,en,1.0
0,9,18,203,1.0,,1.0,,0,,en,1.0
2503,292,8622,634,,,1.0,-25200.0,1,1.0,en,0.0
0,1,3,23,1.0,,1.0,,0,,en,1.0
0,13,28,347,1.0,,1.0,,0,,en,1.0
0,20,60,527,1.0,,1.0,,0,,en,1.0
0,7,17,226,1.0,,1.0,,0,,en,1.0
1399,2151,1922,531,1.0,,1.0,-18000.0,69,1.0,en,0.0
22588,17806,84194,16707,,,1.0,-10800.0,43,1.0,en-gb,0.0
1,35,18,657,,,,,0,,pt,1.0
0,14,30,300,1.0,,1.0,,0,,en,1.0
0,6,5,482,1.0,,1.0,3600.0,0,,fr,1.0
1209,472,8562,321,,,,-25200.0,0,1.0,en,0.0
5685,961,65499,1397,,,1.0,-18000.0,21,,en,0.0
14535,378,17390,251,,,1.0,-25200.0,0,1.0,en,0.0
519,394,1921,371,,,1.0,,1,,en,0.0
0,13,13,231,1.0,,1.0,,0,,en,1.0
135,88,1232,95,,,1.0,28800.0,1,1.0,en,0.0
0,25,56,527,1.0,,1.0,,0,,en,1.0
307,78,1116,136,1.0,,1.0,3600.0,4,1.0,en,0.0
1419,74,1190,114,,,,,1,1.0,en,0.0
48,224,1431,302,,,1.0,-14400.0,7,1.0,en,0.0
22245,308,14154,320,1.0,,1.0,,0,,en,0.0
0,2,3,24,1.0,,1.0,,0,,en,1.0
0,24,40,404,1.0,,1.0,,0,,en,1.0
1762,354,15529,290,,,1.0,-25200.0,6,1.0,en,0.0
0,13,54,504,1.0,,1.0,,0,,en,1.0
0,14,19,240,1.0,,1.0,,0,,en,1.0
5547,440,40607,620,,,1.0,-25200.0,6,,en,0.0
1171,464,1802,457,,,1.0,32400.0,1,,ja,0.0
0,13,18,209,1.0,,1.0,,0,,en,1.0
0,8,19,207,1.0,,1.0,,0,,en,1.0
0,3,0,597,1.0,,1.0,,0,,en,1.0
0,22,46,575,1.0,,1.0,,0,,en,1.0
0,11,22,253,1.0,,1.0,,0,,en,1.0
0,6,1,540,1.0,,1.0,,1,,es,1.0
5362,2366,41531,2229,,,1.0,-25200.0,49,,en,0.0
1092,837,6898,816,1.0,,1.0,,0,,en,0.0
4775,385,19835,278,,,1.0,18000.0,4,1.0,en,0.0
0,22,54,595,1.0,,1.0,,0,,en,1.0
20,41,138,42,1.0,,1.0,28800.0,2,,en,0.0
15658,1216,24758,842,,,1.0,-14400.0,9,,en,0.0
0,16,27,282,1.0,,1.0,,0,,en,1.0
856,88,1984,124,,,1.0,-14400.0,3,1.0,en,0.0
0,24,54,592,1.0,,1.0,,0,,en,1.0
0,0,0,20,1.0,,1.0,,0,,en,1.0
0,1,9,421,1.0,,1.0,28800.0,0,1.0,en,1.0
0,4,20,200,1.0,,1.0,,0,,en,1.0
0,9,21,225,1.0,,1.0,,0,,en,1.0
932,278,1365,208,1.0,,1.0,,0,1.0,en,0.0
791,2567,3594,1336,,,1.0,,16,,en,0.0
3836,777,102429,88,,,1.0,-25200.0,8,1.0,en,0.0
21269,525,16281,301,,,1.0,-14400.0,2,1.0,en,0.0
3064,479,12559,2001,,,1.0,28800.0,1,1.0,en,0.0
0,12,26,288,1.0,,1.0,,0,,en,1.0
1424,3842,5825,1926,,,1.0,-16200.0,8,1.0,es,0.0
5542,1203,12230,2001,,,1.0,-25200.0,4,1.0,en,0.0
307,74,85,121,1.0,,1.0,,0,,en,0.0
24,3656,1515,238,,,1.0,-10800.0,14,,en,0.0
663,372,37857,547,,,1.0,28800.0,6,1.0,en,0.0
0,18,39,382,1.0,,1.0,,0,,en,1.0
0,18,40,452,1.0,,1.0,,0,,en,1.0
13784,2122,64459,1585,,,1.0,-25200.0,1,1.0,en,0.0
